,Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score,,,Unique Category,Total Score,Reaction Type,Total Reactions,,Sentiment,Total Sentiment,,Datetime,
18,97522e57-d9ab-4bd6-97bf-c24d952602d2,interested,22/5/21 19:44,photo,studying,positive,30,,,,,,,,,,,7-Jan-20,2020-01
19,97522e57-d9ab-4bd6-97bf-c24d952602d2,intrigued,31/1/21 16:03,photo,studying,positive,45,,,,,,,,,,,7-Jan-20,2020-01
20,97522e57-d9ab-4bd6-97bf-c24d952602d2,peeking,20/11/20 17:26,photo,studying,neutral,35,,,,,,,,,,,7-Jan-20,2020-01
21,97522e57-d9ab-4bd6-97bf-c24d952602d2,worried,11/4/2021 20:47,photo,studying,negative,12,,,,,,,,,,,7-Jan-20,2020-01
22,97522e57-d9ab-4bd6-97bf-c24d952602d2,like,13/6/21 16:46,photo,studying,positive,50,,,,,,,,,,,7-Jan-20,2020-01
23,97522e57-d9ab-4bd6-97bf-c24d952602d2,heart,11/4/2021 14:29,photo,studying,positive,60,,,,,,,Row Labels,Count of Datetime,,,7-Jan-20,2020-01
24,97522e57-d9ab-4bd6-97bf-c24d952602d2,worried,2/3/2021 19:21,photo,studying,negative,12,,,,,,,(blank),,,,7-Jan-20,2020-01
25,97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,27/6/20 18:44,photo,studying,negative,5,,,,,,,12/6/2021 23:53,1,,,7-Jan-20,2020-01
26,97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,9/5/2021 21:05,photo,studying,negative,5,,,,,,,12/6/2021 23:46,1,,,7-Jan-20,2020-01
27,97522e57-d9ab-4bd6-97bf-c24d952602d2,cherish,4/8/2020 23:58,photo,studying,positive,70,,,,,,,12/6/2021 23:35,1,,,7-Jan-20,2020-01
28,97522e57-d9ab-4bd6-97bf-c24d952602d2,super love,28/8/20 3:57,photo,studying,positive,75,,,,,,,12/6/2021 23:26,1,,,7-Jan-20,2020-01
29,97522e57-d9ab-4bd6-97bf-c24d952602d2,intrigued,25/8/20 8:21,photo,studying,positive,45,,,,,,,12/6/2021 23:03,1,,,7-Jan-20,2020-01
30,97522e57-d9ab-4bd6-97bf-c24d952602d2,scared,20/4/21 23:48,photo,studying,negative,15,,,,,,,12/6/2021 22:33,1,,,7-Jan-20,2020-01
31,97522e57-d9ab-4bd6-97bf-c24d952602d2,interested,7/3/2021 12:40,photo,studying,positive,30,,,Row Labels,,,,12/6/2021 22:17,1,,,7-Jan-20,2020-01
32,97522e57-d9ab-4bd6-97bf-c24d952602d2,indifferent,24/5/21 3:21,photo,studying,neutral,20,,,13/1/21 0:01,,,,12/6/2021 22:07,1,,,7-Jan-20,2020-01
33,97522e57-d9ab-4bd6-97bf-c24d952602d2,super love,24/1/21 11:03,photo,studying,positive,75,,,13/1/21 1:16,,,,12/6/2021 22:03,1,,,7-Jan-20,2020-01
34,97522e57-d9ab-4bd6-97bf-c24d952602d2,disgust,9/4/2021 2:46,photo,studying,negative,0,,,13/1/21 1:26,,,,12/6/2021 21:45,1,,,7-Jan-20,2020-01
35,97522e57-d9ab-4bd6-97bf-c24d952602d2,super love,2/2/2021 3:43,photo,studying,positive,75,,,13/1/21 1:34,,,,12/6/2021 20:42,1,,,7-Jan-20,2020-01
36,97522e57-d9ab-4bd6-97bf-c24d952602d2,interested,4/2/2021 3:06,photo,studying,positive,30,,,13/1/21 1:37,,,,12/6/2021 20:23,1,,,7-Jan-20,2020-01
37,97522e57-d9ab-4bd6-97bf-c24d952602d2,dislike,9/11/2020 2:49,photo,studying,negative,10,,,13/1/21 11:17,,,,12/6/2021 19:31,1,,,7-Jan-20,2020-01
38,97522e57-d9ab-4bd6-97bf-c24d952602d2,scared,29/9/20 16:00,photo,studying,negative,15,,,13/1/21 11:31,,,,12/6/2021 19:18,1,,,7-Jan-20,2020-01
39,97522e57-d9ab-4bd6-97bf-c24d952602d2,dislike,29/11/20 21:33,photo,studying,negative,10,,,13/1/21 11:32,,,,12/6/2021 17:52,1,,,7-Jan-20,2020-01
40,97522e57-d9ab-4bd6-97bf-c24d952602d2,want,13/2/21 7:54,photo,studying,positive,70,,,13/1/21 11:35,,,,12/6/2021 17:36,1,,,7-Jan-20,2020-01
41,97522e57-d9ab-4bd6-97bf-c24d952602d2,interested,14/7/20 5:28,photo,studying,positive,30,,,13/1/21 12:01,,,,12/6/2021 17:35,1,,,7-Jan-20,2020-01
42,97522e57-d9ab-4bd6-97bf-c24d952602d2,indifferent,23/8/20 10:30,photo,studying,neutral,20,,,13/1/21 13:05,,,,12/6/2021 17:04,1,,,7-Jan-20,2020-01
43,97522e57-d9ab-4bd6-97bf-c24d952602d2,worried,10/5/2021 9:27,photo,studying,negative,12,,,13/1/21 13:11,,,,12/6/2021 15:33,1,,,7-Jan-20,2020-01
44,97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,15/3/21 3:59,photo,studying,negative,5,,,13/1/21 13:22,,,,12/6/2021 14:28,1,,,7-Jan-20,2020-01
45,9f737e0a-3cdd-4d29-9d24-753f4e3be810,dislike,25/6/20 17:01,photo,healthy eating,negative,10,,,13/1/21 13:29,,,,12/6/2021 14:04,1,,,7-Jan-20,2020-01
46,9f737e0a-3cdd-4d29-9d24-753f4e3be810,intrigued,13/9/20 0:11,photo,healthy eating,positive,45,,,13/1/21 13:39,,,,12/6/2021 13:21,1,,,7-Jan-20,2020-01
47,9f737e0a-3cdd-4d29-9d24-753f4e3be810,peeking,20/8/20 18:17,photo,healthy eating,neutral,35,,,13/1/21 14:21,,,,12/6/2021 12:35,1,,,7-Jan-20,2020-01
48,9f737e0a-3cdd-4d29-9d24-753f4e3be810,scared,11/2/2021 4:53,photo,healthy eating,negative,15,,,13/1/21 14:23,,,,12/6/2021 12:34,1,,,7-Jan-20,2020-01
49,9f737e0a-3cdd-4d29-9d24-753f4e3be810,hate,8/3/2021 10:40,photo,healthy eating,negative,5,,,13/1/21 15:16,,,,12/6/2021 11:36,1,,,7-Jan-20,2020-01
50,9f737e0a-3cdd-4d29-9d24-753f4e3be810,disgust,28/3/21 21:15,photo,healthy eating,negative,0,,,13/1/21 15:17,,,,12/6/2021 9:52,1,,,7-Jan-20,2020-01
51,9f737e0a-3cdd-4d29-9d24-753f4e3be810,hate,25/5/21 1:00,photo,healthy eating,negative,5,,,13/1/21 15:43,,,,12/6/2021 9:47,1,,,7-Jan-20,2020-01
52,9f737e0a-3cdd-4d29-9d24-753f4e3be810,like,15/3/21 12:17,photo,healthy eating,positive,50,,,13/1/21 15:44,,,,12/6/2021 9:35,1,,,7-Jan-20,2020-01
53,9f737e0a-3cdd-4d29-9d24-753f4e3be810,love,5/5/2021 16:26,photo,healthy eating,positive,65,,,13/1/21 16:16,,,,12/6/2021 9:15,1,,,7-Jan-20,2020-01
54,9f737e0a-3cdd-4d29-9d24-753f4e3be810,love,31/8/20 0:21,photo,healthy eating,positive,65,,,13/1/21 17:57,,,,12/6/2021 8:58,1,,,7-Jan-20,2020-01
55,9f737e0a-3cdd-4d29-9d24-753f4e3be810,heart,16/6/21 3:02,photo,healthy eating,positive,60,,,13/1/21 18:00,,,,12/6/2021 8:16,1,,,7-Jan-20,2020-01
56,9f737e0a-3cdd-4d29-9d24-753f4e3be810,indifferent,7/7/2020 10:52,photo,healthy eating,neutral,20,,,13/1/21 18:46,,,,12/6/2021 7:24,1,,,7-Jan-20,2020-01
57,9f737e0a-3cdd-4d29-9d24-753f4e3be810,peeking,20/8/20 7:59,photo,healthy eating,neutral,35,,,13/1/21 19:07,,,,12/6/2021 7:21,1,,,7-Jan-20,2020-01
58,9f737e0a-3cdd-4d29-9d24-753f4e3be810,love,23/9/20 11:15,photo,healthy eating,positive,65,,,13/1/21 19:15,,,,12/6/2021 7:18,1,,,7-Jan-20,2020-01
59,9f737e0a-3cdd-4d29-9d24-753f4e3be810,like,24/3/21 5:56,photo,healthy eating,positive,50,,,13/1/21 19:21,,,,12/6/2021 6:51,1,,,7-Jan-20,2020-01
60,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,7/12/2020 19:13,photo,healthy eating,negative,5,,,13/1/21 19:24,,,,12/6/2021 5:57,1,,,8-Jan-20,2020-01
61,230c4e4d-70c3-461d-b42c-ec09396efb3f,super love,3/8/2020 16:41,photo,healthy eating,positive,75,,,13/1/21 19:49,,,,12/6/2021 5:52,1,,,8-Jan-20,2020-01
62,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,10/1/2021 15:36,photo,healthy eating,positive,72,,,13/1/21 19:50,,,,12/6/2021 5:32,1,,,8-Jan-20,2020-01
63,230c4e4d-70c3-461d-b42c-ec09396efb3f,scared,20/9/20 8:48,photo,healthy eating,negative,15,,,13/1/21 2:16,,,,12/6/2021 5:22,1,,,8-Jan-20,2020-01
64,230c4e4d-70c3-461d-b42c-ec09396efb3f,cherish,20/7/20 14:06,photo,healthy eating,positive,70,,,13/1/21 2:34,,,,12/6/2021 5:10,1,,,8-Jan-20,2020-01
65,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,24/10/20 12:15,photo,healthy eating,positive,72,,,13/1/21 20:09,,,,12/6/2021 3:30,1,,,8-Jan-20,2020-01
66,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,6/6/2021 1:27,photo,healthy eating,positive,30,,,13/1/21 21:18,,,,12/6/2021 3:13,1,,,8-Jan-20,2020-01
67,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,25/12/20 0:09,photo,healthy eating,positive,60,,,13/1/21 21:36,,,,12/6/2021 2:46,1,,,8-Jan-20,2020-01
68,230c4e4d-70c3-461d-b42c-ec09396efb3f,like,14/6/21 7:56,photo,healthy eating,positive,50,,,13/1/21 21:51,,,,12/6/2021 2:13,1,,,8-Jan-20,2020-01
69,230c4e4d-70c3-461d-b42c-ec09396efb3f,like,5/6/2021 18:00,photo,healthy eating,positive,50,,,13/1/21 22:12,,,,12/6/2021 1:28,1,,,8-Jan-20,2020-01
70,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,18/11/20 23:37,photo,healthy eating,negative,5,,,13/1/21 23:31,,,,12/6/2021 1:22,1,,,8-Jan-20,2020-01
71,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,9/5/2021 2:42,photo,healthy eating,positive,30,,,13/1/21 23:35,,,,12/6/2021 1:21,1,,,8-Jan-20,2020-01
72,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,11/5/2021 8:38,photo,healthy eating,negative,10,,,13/1/21 23:54,,,,12/6/2021 0:38,1,,,8-Jan-20,2020-01
73,230c4e4d-70c3-461d-b42c-ec09396efb3f,peeking,12/11/2020 8:00,photo,healthy eating,neutral,35,,,13/1/21 4:41,,,,12/6/2021 0:17,1,,,8-Jan-20,2020-01
74,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,21/6/20 16:57,photo,healthy eating,positive,60,,,13/1/21 4:43,,,,12/5/2021 23:52,1,,,8-Jan-20,2020-01
75,230c4e4d-70c3-461d-b42c-ec09396efb3f,super love,4/3/2021 23:58,photo,healthy eating,positive,75,,,13/1/21 4:56,,,,12/5/2021 23:19,1,,,8-Jan-20,2020-01
76,230c4e4d-70c3-461d-b42c-ec09396efb3f,want,9/7/2020 16:47,photo,healthy eating,positive,70,,,13/1/21 5:34,,,,12/5/2021 23:10,1,,,8-Jan-20,2020-01
77,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,1/8/2020 19:16,photo,healthy eating,negative,5,,,13/1/21 6:10,,,,12/5/2021 22:46,1,,,8-Jan-20,2020-01
78,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,23/11/20 22:46,photo,healthy eating,negative,10,,,13/1/21 6:18,,,,12/5/2021 21:45,1,,,8-Jan-20,2020-01
79,230c4e4d-70c3-461d-b42c-ec09396efb3f,scared,11/12/2020 14:08,photo,healthy eating,negative,15,,,13/1/21 6:38,,,,12/5/2021 21:26,1,,,8-Jan-20,2020-01
80,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,23/4/21 23:41,photo,healthy eating,negative,10,,,13/1/21 6:41,,,,12/5/2021 21:18,1,,,8-Jan-20,2020-01
81,230c4e4d-70c3-461d-b42c-ec09396efb3f,want,13/11/20 0:33,photo,healthy eating,positive,70,,,13/1/21 6:47,,,,12/5/2021 20:53,1,,,8-Jan-20,2020-01
82,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,9/6/2021 10:13,photo,healthy eating,positive,30,,,13/1/21 7:26,,,,12/5/2021 20:45,1,,,8-Jan-20,2020-01
83,230c4e4d-70c3-461d-b42c-ec09396efb3f,love,29/10/20 19:41,photo,healthy eating,positive,65,,,13/1/21 8:24,,,,12/5/2021 20:38,1,,,8-Jan-20,2020-01
84,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,14/5/21 12:47,photo,healthy eating,positive,60,,,13/1/21 8:51,,,,12/5/2021 20:19,1,,,8-Jan-20,2020-01
85,230c4e4d-70c3-461d-b42c-ec09396efb3f,disgust,4/8/2020 5:40,photo,healthy eating,negative,0,,,13/1/21 9:08,,,,12/5/2021 18:45,1,,,8-Jan-20,2020-01
86,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,7/8/2020 4:09,photo,healthy eating,positive,72,,,13/1/21 9:45,,,,12/5/2021 18:09,1,,,8-Jan-20,2020-01
87,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,23/10/20 21:19,photo,healthy eating,positive,72,,,13/1/21 9:48,,,,12/5/2021 17:33,1,,,8-Jan-20,2020-01
88,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,14/11/20 23:53,photo,healthy eating,positive,72,,,13/10/20 0:03,,,,12/5/2021 17:19,1,,,8-Jan-20,2020-01
89,230c4e4d-70c3-461d-b42c-ec09396efb3f,worried,4/8/2020 19:26,photo,healthy eating,negative,12,,,13/10/20 0:26,,,,12/5/2021 15:36,1,,,8-Jan-20,2020-01
90,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,12/11/2020 4:54,photo,healthy eating,positive,30,,,13/10/20 0:50,,,,12/5/2021 15:11,1,,,8-Jan-20,2020-01
91,356fff80-da4d-4785-9f43-bc1261031dc6,worried,3/4/2021 12:17,photo,technology,negative,12,,,13/10/20 1:04,,,,12/5/2021 14:54,1,,,8-Jan-20,2020-01
92,356fff80-da4d-4785-9f43-bc1261031dc6,want,27/9/20 22:15,photo,technology,positive,70,,,13/10/20 1:06,,,,12/5/2021 14:06,1,,,8-Jan-20,2020-01
93,356fff80-da4d-4785-9f43-bc1261031dc6,heart,27/10/20 5:45,photo,technology,positive,60,,,13/10/20 1:59,,,,12/5/2021 13:10,1,,,8-Jan-20,2020-01
94,356fff80-da4d-4785-9f43-bc1261031dc6,scared,15/10/20 9:11,photo,technology,negative,15,,,13/10/20 10:37,,,,12/5/2021 13:06,1,,,8-Jan-20,2020-01
95,356fff80-da4d-4785-9f43-bc1261031dc6,heart,7/5/2021 9:16,photo,technology,positive,60,,,13/10/20 10:54,,,,12/5/2021 12:32,1,,,8-Jan-20,2020-01
96,356fff80-da4d-4785-9f43-bc1261031dc6,hate,16/9/20 8:39,photo,technology,negative,5,,,13/10/20 11:16,,,,12/5/2021 11:54,1,,,8-Jan-20,2020-01
97,356fff80-da4d-4785-9f43-bc1261031dc6,indifferent,29/10/20 15:38,photo,technology,neutral,20,,,13/10/20 11:32,,,,12/5/2021 11:44,1,,,8-Jan-20,2020-01
98,01ab84dd-6364-4236-abbb-3f237db77180,scared,24/5/21 18:03,video,food,negative,15,,,13/10/20 12:05,,,,12/5/2021 10:32,1,,,8-Jan-20,2020-01
99,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,25/2/21 20:02,GIF,cooking,positive,30,,,13/10/20 12:18,,,,12/5/2021 10:31,1,,,8-Jan-20,2020-01
100,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,hate,2/5/2021 3:45,GIF,cooking,negative,5,,,13/10/20 12:29,,,,12/5/2021 9:56,1,,,8-Jan-20,2020-01
101,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,want,28/1/21 8:49,GIF,cooking,positive,70,,,13/10/20 12:54,,,,12/5/2021 9:55,1,,,8-Jan-20,2020-01
102,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,15/2/21 13:06,GIF,cooking,neutral,35,,,13/10/20 13:10,,,,12/5/2021 7:58,1,,,8-Jan-20,2020-01
103,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,4/11/2020 21:25,GIF,cooking,negative,10,,,13/10/20 13:28,,,,12/5/2021 7:46,1,,,8-Jan-20,2020-01
104,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,love,23/6/20 22:12,GIF,cooking,positive,65,,,13/10/20 13:43,,,,12/5/2021 6:32,1,,,8-Jan-20,2020-01
105,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,16/2/21 4:01,GIF,cooking,positive,70,,,13/10/20 13:45,,,,12/5/2021 5:35,1,,,8-Jan-20,2020-01
106,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,3/1/2021 8:44,GIF,cooking,positive,30,,,13/10/20 14:13,,,,12/5/2021 5:34,1,,,8-Jan-20,2020-01
107,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,25/11/20 12:45,GIF,cooking,positive,72,,,13/10/20 14:23,,,,12/5/2021 5:24,1,,,8-Jan-20,2020-01
108,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like,3/12/2020 16:47,GIF,cooking,positive,50,,,13/10/20 14:32,,,,12/5/2021 4:58,1,,,8-Jan-20,2020-01
109,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like,22/5/21 21:03,GIF,cooking,positive,50,,,13/10/20 15:00,,,,12/5/2021 4:29,1,,,8-Jan-20,2020-01
110,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,18/1/21 13:39,GIF,cooking,positive,70,,,13/10/20 16:04,,,,12/5/2021 4:23,1,,,8-Jan-20,2020-01
111,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent,6/1/2021 0:35,GIF,cooking,neutral,20,,,13/10/20 16:31,,,,12/5/2021 4:19,1,,,8-Jan-20,2020-01
112,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,14/5/21 14:33,GIF,cooking,positive,72,,,13/10/20 16:32,,,,12/5/2021 4:07,1,,,8-Jan-20,2020-01
113,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,worried,27/5/21 15:21,GIF,cooking,negative,12,,,13/10/20 16:49,,,,12/5/2021 3:44,1,,,8-Jan-20,2020-01
114,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,21/7/20 2:12,GIF,cooking,neutral,35,,,13/10/20 16:59,,,,12/5/2021 3:23,1,,,8-Jan-20,2020-01
115,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,26/5/21 6:09,GIF,cooking,negative,10,,,13/10/20 17:28,,,,12/5/2021 3:07,1,,,8-Jan-20,2020-01
116,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,25/2/21 3:16,GIF,cooking,negative,10,,,13/10/20 18:06,,,,12/5/2021 2:54,1,,,8-Jan-20,2020-01
117,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,intrigued,7/12/2020 22:50,GIF,cooking,positive,45,,,13/10/20 18:08,,,,12/5/2021 2:53,1,,,8-Jan-20,2020-01
118,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent,24/10/20 14:06,GIF,cooking,neutral,20,,,13/10/20 18:20,,,,12/5/2021 2:07,1,,,8-Jan-20,2020-01
119,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,1/9/2020 21:18,GIF,cooking,neutral,35,,,13/10/20 18:22,,,,12/5/2021 1:41,1,,,8-Jan-20,2020-01
120,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,10/5/2021 22:07,GIF,cooking,positive,72,,,13/10/20 19:10,,,,12/5/2021 0:51,1,,,8-Jan-20,2020-01
121,3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,12/2/2021 16:37,video,dogs,positive,70,,,13/10/20 2:13,,,,12/5/2021 0:45,1,,,8-Jan-20,2020-01
122,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,28/4/21 15:22,video,dogs,positive,60,,,13/10/20 2:22,,,,12/5/2021 0:26,1,,,8-Jan-20,2020-01
123,3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,24/1/21 0:38,video,dogs,positive,45,,,13/10/20 2:49,,,,12/5/2021 0:10,1,,,8-Jan-20,2020-01
124,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,18/3/21 1:53,video,dogs,negative,12,,,13/10/20 20:01,,,,12/5/2021 0:04,1,,,8-Jan-20,2020-01
125,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,14/1/21 7:21,video,dogs,negative,0,,,13/10/20 20:12,,,,12/4/2021 23:33,1,,,8-Jan-20,2020-01
126,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,23/12/20 4:11,video,dogs,positive,60,,,13/10/20 20:30,,,,12/4/2021 23:24,1,,,8-Jan-20,2020-01
127,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,21/5/21 7:23,video,dogs,negative,5,,,13/10/20 20:43,,,,12/4/2021 23:07,1,,,8-Jan-20,2020-01
128,3f8590c7-6ab2-4973-805a-90cdec355f05,like,28/3/21 23:25,video,dogs,positive,50,,,13/10/20 21:13,,,,12/4/2021 23:02,1,,,8-Jan-20,2020-01
129,3f8590c7-6ab2-4973-805a-90cdec355f05,peeking,16/9/20 7:33,video,dogs,neutral,35,,,13/10/20 22:39,,,,12/4/2021 23:01,1,,,8-Jan-20,2020-01
130,3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,8/11/2020 10:53,video,dogs,neutral,20,,,13/10/20 23:32,,,,12/4/2021 22:58,1,,,8-Jan-20,2020-01
131,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,6/3/2021 5:23,video,dogs,positive,60,,,13/10/20 23:34,,,,12/4/2021 22:42,1,,,8-Jan-20,2020-01
132,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,13/1/21 23:35,video,dogs,negative,0,,,13/10/20 3:31,,,,12/4/2021 22:25,1,,,8-Jan-20,2020-01
133,3f8590c7-6ab2-4973-805a-90cdec355f05,want,6/9/2020 22:35,video,dogs,positive,70,,,13/10/20 3:33,,,,12/4/2021 22:19,1,,,8-Jan-20,2020-01
134,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,24/6/20 9:31,video,dogs,positive,30,,,13/10/20 3:52,,,,12/4/2021 21:32,1,,,8-Jan-20,2020-01
135,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,7/2/2021 21:39,video,dogs,negative,5,,,13/10/20 5:07,,,,12/4/2021 20:52,1,,,9-Jan-20,2020-01
136,3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,21/1/21 18:28,video,dogs,positive,45,,,13/10/20 5:40,,,,12/4/2021 19:56,1,,,9-Jan-20,2020-01
137,3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,27/2/21 0:21,video,dogs,negative,10,,,13/10/20 5:47,,,,12/4/2021 19:27,1,,,9-Jan-20,2020-01
138,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,22/8/20 12:06,video,dogs,negative,12,,,13/10/20 6:09,,,,12/4/2021 18:30,1,,,9-Jan-20,2020-01
139,3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,3/8/2020 6:29,video,dogs,positive,70,,,13/10/20 6:28,,,,12/4/2021 17:55,1,,,9-Jan-20,2020-01
140,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2/8/2020 6:20,video,dogs,negative,15,,,13/10/20 7:19,,,,12/4/2021 17:35,1,,,9-Jan-20,2020-01
141,3f8590c7-6ab2-4973-805a-90cdec355f05,want,4/6/2021 4:57,video,dogs,positive,70,,,13/10/20 7:25,,,,12/4/2021 17:28,1,,,9-Jan-20,2020-01
142,3f8590c7-6ab2-4973-805a-90cdec355f05,super love,21/10/20 9:07,video,dogs,positive,75,,,13/10/20 7:48,,,,12/4/2021 17:12,1,,,9-Jan-20,2020-01
143,3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,26/12/20 19:46,video,dogs,negative,10,,,13/10/20 7:58,,,,12/4/2021 16:55,1,,,9-Jan-20,2020-01
